"","X","V1","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","stddev_roll_belt","var_roll_belt","avg_pitch_belt","stddev_pitch_belt","var_pitch_belt","avg_yaw_belt","stddev_yaw_belt","var_yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","var_accel_arm","avg_roll_arm","stddev_roll_arm","var_roll_arm","avg_pitch_arm","stddev_pitch_arm","var_pitch_arm","avg_yaw_arm","stddev_yaw_arm","var_yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","stddev_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","stddev_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","stddev_yaw_dumbbell","var_yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","stddev_roll_forearm","var_roll_forearm","avg_pitch_forearm","stddev_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","stddev_yaw_forearm","var_yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"70",70,839,"adelmo",1322832779,212362,"02/12/2011 13:32","no",181,129,-40.4,163,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11,-0.18,46,46,-165,181,599,-348,59,43.6,109,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,-0.53,0.84,-274,-48,-37,-328,329,561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.97156219,-29.0200565,-106.6680482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.05,-0.13,-50,68,-153,-587,233,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,0.95,0.49,70,98,34,654,-101,71,"A"
"71",71,843,"adelmo",1322832779,548362,"02/12/2011 13:32","no",181,129,-40.3,163,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.11,-0.18,48,45,-164,184,596,-330,67.8,50.6,100,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,-0.51,0.85,-277,-50,-39,-328,325,567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.75772001,-29.18145842,-107.5850994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.06,-0.11,-51,67,-156,-593,239,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.35,0.36,68,104,38,654,-161,4,"A"
"72",72,847,"adelmo",1322832779,620393,"02/12/2011 13:32","no",181,129,-40.1,162,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.13,-0.21,47,46,-165,181,595,-343,72.4,53.8,97.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,-0.53,0.85,-286,-54,-41,-322,330,556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.51143473,-29.15806791,-108.6378097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.06,-0.1,-51,65,-157,-585,240,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,0.22,0.51,73,98,43,657,-130,4,"A"
"73",73,879,"adelmo",1322832781,172335,"02/12/2011 13:33","no",183,130,-39.4,161,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.1,-0.18,48,46,-166,167,601,-346,-148,69.4,172,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,-0.59,1.03,-283,-49,-47,-336,359,526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.90393513,-30.16999884,-107.6322516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.06,-0.16,-53,66,-157,-583,232,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,0.64,0.54,76,95,30,654,-167,64,"A"
"74",74,881,"adelmo",1322832781,208416,"02/12/2011 13:33","no",183,129,-39.5,161,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.1,-0.16,45,44,-164,163,601,-338,-141,67.8,176,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,-0.58,0.94,-279,-36,-50,-335,355,534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.98011804,-29.99056934,-107.6910825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.03,-0.15,-51,64,-152,-585,238,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.77,0.74,67,98,29,655,-165,74,"A"
"75",75,898,"adelmo",1322832781,880349,"02/12/2011 13:33","no",183,129,-39.8,161,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.1,-0.18,46,45,-166,166,606,-338,-104,49.2,-167,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,-0.37,0.59,-272,-43,-36,-305,355,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.66261279,-33.19004295,-107.2933501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.03,0.02,-56,60,-151,-591,227,24,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,1.22,0.2,89,92,38,649,-211,-9,"A"
"76",76,906,"charles",1322837831,204391,"02/12/2011 14:57","no",184,119,17.3,-2.75,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.15,-25,64,-165,24,600,-338,-65,-23.4,-118,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.43,0.57,-290,-53,-34,-359,260,569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.76832531,39.42443751,87.60580506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31,0.1,0.02,3,4,6,-484,375,-199,-0.04,18.9,-92.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47,2.46,0.84,-178,150,50,-487,746,687,"A"
"77",77,909,"charles",1322837831,420360,"02/12/2011 14:57","no",184,118,17.7,-3.24,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.13,-0.21,-24,60,-159,22,601,-340,-78.2,-21.9,-98.2,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.54,0.03,0.25,-268,-53,55,-107,204,647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.31702211,-37.74778602,117.1777597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39,0.06,0.21,-6,-2,15,-494,364,-184,14.4,6.59,-71.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11,1.36,0.85,-55,141,17,-203,769,603,"A"
"78",78,934,"adelmo",1322832782,444281,"02/12/2011 13:33","no",186,129,-39.7,161,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.16,46,46,-163,175,601,-338,-92.7,37.3,-160,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,-0.56,0.8,-266,-50,-24,-292,304,579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.74638327,-28.74828307,-110.3627761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.06,-0.1,-47,58,-148,-591,222,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,0.79,0.28,73,96,37,650,-219,-38,"A"
"79",79,937,"adelmo",1322832782,560405,"02/12/2011 13:33","no",186,129,-39.7,161,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.16,44,47,-161,169,599,-338,-88.8,34,-158,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,-0.55,0.79,-269,-48,-24,-293,311,577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.97828622,-29.67334221,-109.5437313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.05,-0.07,-49,59,-149,-595,218,16,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,1.03,0.48,71,100,34,644,-247,-18,"A"
"80",80,946,"adelmo",1322832782,940393,"02/12/2011 13:33","no",186,126,-42.3,166,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.13,-0.05,29,43,-157,183,602,-330,-76.6,23.7,-150,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,-0.48,0.72,-268,-56,-23,-280,290,587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.88232879,-30.74165972,-104.7665151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.02,-0.16,-51,67,-146,-594,214,28,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,-0.32,-2.15,114,173,-269,322,152,-504,"A"
"81",81,950,"adelmo",1322832783,204285,"02/12/2011 13:33","no",187,125,-42.5,166,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.13,-0.23,26,52,-158,194,602,-328,-72.2,20.6,-148,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,-0.51,0.77,-266,-55,-20,-292,294,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.95409041,-33.58813767,-109.0650268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0.03,-0.25,-55,54,-148,-600,208,28,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57,-3.2,-1.44,18,210,-250,130,314,-541,"A"
"82",82,956,"adelmo",1322832783,292310,"02/12/2011 13:33","no",187,127,-40.8,163,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,0.14,-0.31,50,47,-158,183,605,-326,-66.2,16.5,-144,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,-0.39,0.74,-258,-51,-8,-282,281,605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6924926,-31.07428504,-111.8984711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.13,0.02,-52,53,-153,-583,217,24,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14,1.86,4.31,20,227,-317,32,335,-557,"A"
"83",83,975,"adelmo",1322832772,180304,"02/12/2011 13:32","no",188,122,-44.2,179,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.1,-0.15,46,48,-162,213,595,-343,-17.8,67,168,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,-0.34,1.23,-157,90,-139,131,569,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.50428453,-27.49181919,-99.18268479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.06,-0.13,-48,84,-148,-566,249,45,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.02,-0.85,0.43,156,67,71,648,-199,-82,"A"
"84",84,978,"adelmo",1322832772,480308,"02/12/2011 13:32","no",188,122,-44.2,179,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11,-0.16,48,47,-157,210,587,-332,-10.9,67.2,170,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.4,1.28,-148,95,-139,146,577,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.8259946,-26.74255304,-99.31069335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.06,-0.05,-47,85,-149,-570,255,46,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,0.88,0.44,32,106,21,607,-217,-182,"A"
"85",85,1042,"adelmo",1322832786,276289,"02/12/2011 13:33","no",191,126,-44.3,170,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.13,-0.2,46,47,-159,202,589,-340,35.6,23.6,-153,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,-0.69,0.97,-236,-70,3,-176,255,635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.79026728,-31.40640303,-103.5559907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.06,-0.18,-51,67,-142,-573,233,57,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.59,0.51,-7,398,-50,-110,731,347,"A"
"86",86,1047,"adelmo",1322832786,596286,"02/12/2011 13:33","no",191,126,-43.7,168,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0.13,-0.21,46,46,-160,198,593,-331,41.5,28.5,-163,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,-0.63,0.74,-235,-53,5,-181,259,642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5660334,-33.38237499,-98.14077295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.08,-0.18,-54,74,-137,-573,235,68,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,0.43,0.36,-44,389,-71,-131,714,353,"A"
"87",87,1058,"adelmo",1322832787,40330,"02/12/2011 13:33","no",192,128,-40.9,162,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,0.13,-0.25,53,41,-160,171,599,-330,58.5,42.6,167,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,-0.47,0.54,-240,-55,1,-177,253,642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.54986862,-34.81294303,-97.1828541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,-0.02,0.02,-57,75,-138,-578,232,58,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,0.53,0.48,-30,409,-67,-134,708,346,"A"
"88",88,1069,"adelmo",1322832787,656273,"02/12/2011 13:33","no",192,131,-43.3,161,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,0.13,0.02,44,49,-174,175,602,-349,85.9,61.7,142,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,-0.43,0.56,-238,-68,12,-186,212,663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1078517,-27.91977834,-107.2558156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.08,-0.07,-48,68,-153,-579,245,30,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,0.64,0.43,-23,383,-35,-138,751,505,"A"
"89",89,1072,"adelmo",1322832787,800311,"02/12/2011 13:33","no",192,131,-43.1,162,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.06,-0.15,38,60,-174,173,598,-360,94.6,65.6,141,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,-0.51,0.9,-251,-85,0,-191,209,670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.00352278,-29.68168029,-107.0484603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.18,-0.23,-50,65,-150,-576,241,32,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,0.5,0.33,-6,392,-32,-138,761,512,"A"
"90",90,1078,"adelmo",1322832788,390,"02/12/2011 13:33","no",193,131,-41.6,162,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0.1,-0.26,35,51,-177,165,608,-363,110,70.2,146,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,-0.43,0.54,-233,-71,19,-198,226,664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.93432488,-32.83330563,-101.6244522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0.08,-0.31,-55,71,-145,-577,246,36,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,0.53,0.23,7,384,-25,-143,769,542,"A"
"91",91,1105,"adelmo",1322832789,120344,"02/12/2011 13:33","no",194,125,-40.9,161,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,-0.16,51,43,-152,169,616,-300,-135,66.3,-148,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,-0.35,0.75,-238,-55,12,-192,234,649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.52668175,-27.7402294,-101.7331499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.08,-0.02,-47,77,-146,-566,233,65,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,0.53,0.03,-9,441,-34,-196,790,621,"A"
"92",92,1137,"adelmo",1322832790,820320,"02/12/2011 13:33","no",195,124,-42.3,165,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.16,47,45,-155,173,610,-299,-65.2,27.9,-131,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.61,1.64,-219,-24,0,-113,303,603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.94152762,-29.97961359,-98.22217355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.1,-0.41,-49,78,-138,-572,256,60,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,0.5,0.46,0,389,-58,-85,725,413,"A"
"93",93,1148,"adelmo",1322832794,344384,"02/12/2011 13:33","no",196,123,-42.6,167,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.18,50,42,-156,169,612,-297,36,36.8,-129,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,-0.48,0.89,-272,-52,-27,-323,274,576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.34989168,-32.31890518,-93.69288429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.13,0.15,-54,85,-137,-559,267,28,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,0.66,0.38,23,375,-70,-27,714,463,"A"
