"","V1","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","stddev_roll_belt","var_roll_belt","avg_pitch_belt","stddev_pitch_belt","var_pitch_belt","avg_yaw_belt","stddev_yaw_belt","var_yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","var_accel_arm","avg_roll_arm","stddev_roll_arm","var_roll_arm","avg_pitch_arm","stddev_pitch_arm","var_pitch_arm","avg_yaw_arm","stddev_yaw_arm","var_yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","stddev_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","stddev_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","stddev_yaw_dumbbell","var_yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","stddev_roll_forearm","var_roll_forearm","avg_pitch_forearm","stddev_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","stddev_yaw_forearm","var_yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"1827","18238","jeremy",1322673154,594741,"30/11/2011 17:12","no",509,-3.06,0.44,-84.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.11,0.28,1,-12,25,49,630,-309,0,0,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.48,2.02,-0.9,-274,248,32,386,252,499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.04157541,-41.35544694,-50.52200574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,-0.55,-0.44,-137,265,-165,-346,471,118,154,-12.4,70.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,-1.77,0.1,163,376,-103,-51,708,779,"E"
"1828","18243","jeremy",1322673154,802750,"30/11/2011 17:12","no",509,1.39,0.36,-81.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32,0.45,0.51,1,-21,3,87,595,-377,0,0,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.58,1.83,-0.31,-7,56,-231,715,-110,-181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.99187488,-44.50899774,-62.26436921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,-0.58,-0.16,-110,176,-149,-452,404,94,148,0.07,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,-5.51,-0.2,94,317,-173,-589,640,714,"E"
"1829","18252","jeremy",1322673155,98794,"30/11/2011 17:12","no",510,9.19,-6.08,-77.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,-0.11,-0.15,8,38,8,116,554,-454,0,0,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.01,-1.89,0.66,56,64,-246,755,-61,-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.61645379,-56.61645379,-70.96610796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,-0.47,-1.49,-163,163,-198,-539,295,67,168,30.2,-134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.18,0.42,0.16,-132,-358,-233,-288,-476,130,"E"
"1830","18263","jeremy",1322673155,454674,"30/11/2011 17:12","no",510,-2.72,-0.01,-83.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,-0.18,-0.44,-4,12,18,66,630,-318,0,0,0,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.57,-1.81,0.98,-363,275,-11,-359,432,401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.73966903,-37.71247671,-65.63646261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,1.08,0.31,-105,200,-174,-450,400,76,141,-2.62,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.09,3,1.39,78,260,-178,-550,724,870,"E"
"1831","18268","jeremy",1322673155,810716,"30/11/2011 17:12","no",510,-5,-1.16,-84.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.02,0.03,-12,-3,46,37,639,-295,0,0,0,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.34,1.75,-1.31,-320,270,21,-220,416,499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.12187122,-42.33003551,-57.46936124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,0.53,-0.9,-133,237,-176,-289,510,117,156,-13.1,57.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.88,1.48,-0.11,267,336,-76,41,638,729,"E"
"1832","18269","jeremy",1322673155,850635,"30/11/2011 17:12","no",510,-4.69,-0.93,-84.9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.02,0.08,-5,0,37,38,635,-294,0,0,0,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.06,1.99,-1.26,-329,275,33,-83,387,527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.76863444,-39.98340067,-53.13097429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,0.29,-0.59,-126,249,-164,-284,516,126,157,-13.1,56.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.26,0.61,0.16,191,324,-67,58,624,715,"E"
"1833","18270","jeremy",1322673155,862642,"30/11/2011 17:12","no",510,-4.49,-0.8,-84.9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.02,0.08,-4,-5,37,35,640,-295,0,0,0,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.38,2.1,-1.25,-328,277,38,-40,374,544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.73169106,-43.10337629,-53.92493032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.19,-0.43,-131,235,-161,-296,517,116,157,-13,56.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0,0.28,191,331,-75,55,620,712,"E"
"1834","18282","jeremy",1322673157,462674,"30/11/2011 17:12","no",511,-0.91,0.54,-85.3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.18,0.36,-9,-16,21,50,628,-325,0,0,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.06,2.07,-0.82,-117,171,-90,637,113,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.07481727,-50.47445067,-50.11605211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,-0.29,-0.52,-154,233,-153,-345,446,168,154,-7.4,77.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,-2.59,-0.2,212,373,-118,-97,726,832,"E"
"1835","18329","jeremy",1322673162,406655,"30/11/2011 17:12","no",514,-0.76,4.12,-87.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0.02,-13,1,46,45,631,-300,0,0,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.82,1.86,-0.95,-124,144,-85,612,81,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.66330756,-39.27979018,-49.27181146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,-0.75,-0.59,-123,255,-152,-345,458,168,154,-5.56,87.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.03,180,163,-166,-57,698,790,"E"
"1836","18330","jeremy",1322673162,406695,"30/11/2011 17:12","no",514,-0.72,4.12,-87.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0.02,-13,2,49,39,640,-298,0,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.75,1.81,-0.95,-110,137,-88,647,56,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.60580506,-39.42443751,-53.76832531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,-0.69,-0.46,-120,240,-160,-361,451,163,154,-5.55,87.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.03,0.05,187,167,-166,-53,703,799,"E"
"1837","18356","jeremy",1322673163,338634,"30/11/2011 17:12","no",515,0.23,5.5,-88.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,0.02,-14,2,42,41,640,-303,0,0,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,-0.08,-0.21,-221,268,-40,-401,438,393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.86485257,-44.09481313,-56.27289938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31,1.83,-0.34,-128,219,-160,-321,491,121,152,-5.54,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,-0.03,-0.1,191,167,-169,-47,691,802,"E"
"1838","18363","jeremy",1322673163,630678,"30/11/2011 17:12","no",515,0.37,5.56,-88.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0.02,-17,1,44,52,635,-306,0,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.87,2.26,-0.79,-197,215,-23,442,232,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.03831648,-36.79638492,-48.58952081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,-0.67,-0.72,-114,256,-148,-245,509,172,152,-5.27,88.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.05,-0.07,188,168,-169,-39,696,806,"E"
"1839","18369","jeremy",1322673163,990730,"30/11/2011 17:12","yes",515,0.48,5.39,-88.2,5,"0.492561",NA,NA,"0.776146",NA,NA,-88.1,5,"0.5",-88.3,5,"0.5",0.2,0,"0.0000",0,0.3,0.2,0,5.5,0.1,0,-88.2,0,0,0,0,-0.03,-14,3,45,51,632,-306,0,0,0,44,51.5455,0,0,0,0,0,0,0,0,0,-1.67,0.79,-0.41,85,-6,-420,647,-159,-272,NA,NA,"-0.70301",NA,NA,"-0.69643",0,0,44,0,0,20,0,0,24,59.8,-37.2,-83.6,"-0.2507","1.5648",NA,"0.1290","-1.1996",NA,-27,-44.9,"-0.3",-48.8,-83.6,"-0.3",21.71,38.68,"0.00",29,2.4828,85.8312,9.2687,85.9079,-37.7517,4.9554,24.556,-56.6458,8.2988,68.8697,0.72,-0.75,-0.15,-104,161,-212,-443,405,104,151,-4.46,89.3,"-0.5991","-0.7025",NA,"0.2162","0.2459",NA,-4.5,89.4,"-0.6",-6,88.7,"-0.6",1.51,0.7,"0.00",31,0.39192,152.08889,0.66818,0.44646,-5.31244,0.40501,0.16404,89.04889,0.19024,0.03619,-0.02,0,-0.16,186,163,-169,-37,690,809,"E"
"1840","18407","adelmo",1322832916,352323,"02/12/2011 13:35","no",584,159,-33.5,145,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.08,-0.3,69,58,-237,149,500,-502,-35.1,-49.5,-7.81,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85,-0.83,0.64,109,-98,-53,737,12,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.0033235,-18.49561144,-79.68814276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,-0.13,-0.28,-36,132,-140,-467,392,49,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16,2.34,0.98,-305,349,-12,-700,427,572,"E"
"1841","18421","adelmo",1322832916,884305,"02/12/2011 13:35","no",584,144,-37.8,144,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,-0.03,-0.62,48,41,-174,170,582,-351,-16.3,-10.9,-43.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,-0.66,0.75,-43,-48,49,387,155,534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.31809704,-24.27651029,-84.87854185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,-0.11,-0.08,-41,105,-128,-518,322,73,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,0.79,0.74,-200,432,-6,-520,743,604,"E"
"1842","18439","adelmo",1322832917,596433,"02/12/2011 13:35","no",585,133,-40.1,145,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.18,-0.08,48,45,-142,173,623,-259,-15.4,-6.43,-48.7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.83,-0.29,0.71,-64,-56,119,327,127,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.70759121,-27.94068212,-91.3070534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.05,-0.16,-46,91,-132,-545,287,71,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17,-1.85,0.1,-261,468,-25,-655,578,568,"E"
"1843","18454","adelmo",1322832918,196291,"02/12/2011 13:35","no",586,150,-39.3,138,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13,0.21,0.43,57,50,-192,184,549,-414,-74.9,-57.3,35.6,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37,-0.37,0.71,147,-133,-206,731,-83,-196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.02756107,-24.55847891,-85.02918257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.51,0.15,-44,111,-136,-531,318,50,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,1.09,0.41,-379,134,18,-606,-74,410,"E"
"1844","18456","adelmo",1322832918,336294,"02/12/2011 13:35","no",586,154,-36.4,136,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,0.18,0.13,55,33,-210,169,529,-459,-70.6,-59.3,33.7,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,-0.69,0.89,157,-119,-188,733,-79,-196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.12344058,-25.25889883,-85.57336676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.58,0.08,-47,114,-142,-497,366,56,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,1.69,0.43,-395,160,3,-647,27,446,"E"
"1845","18458","adelmo",1322832918,548325,"02/12/2011 13:35","no",586,155,-35.2,135,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13,0.18,0.08,56,47,-225,159,520,-463,-66.4,-59.3,29,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,-0.64,0.74,151,-122,-191,741,-79,-165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.49918275,-23.41733551,-87.05351677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.53,0.02,-44,114,-145,-479,382,55,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,2.04,0.44,-356,172,9,-660,89,477,"E"
"1846","18467","adelmo",1322832918,812334,"02/12/2011 13:35","no",586,162,-29.9,131,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.11,0.02,56,44,-236,130,490,-518,-29.7,-41.8,-19,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,-1.06,0.56,64,-65,4,685,62,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.26104798,-15.24895086,-79.5089587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,-0.06,-0.16,-30,135,-141,-463,407,38,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,2.26,1.33,-261,416,12,-661,591,636,"E"
"1847","18477","adelmo",1322832919,152312,"02/12/2011 13:35","no",587,156,-30.9,132,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.08,-0.54,58,44,-223,147,510,-484,-22.6,-18.5,-40.6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,-0.53,0.33,-19,-67,49,448,101,497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.8871332,-22.90204683,-82.98452882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,-0.26,-0.25,-40,112,-130,-512,332,47,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,1.11,0.87,-201,484,5,-519,753,651,"E"
"1848","18491","adelmo",1322832919,884462,"02/12/2011 13:35","no",587,138,-35.9,136,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,0.06,-0.41,44,35,-162,167,609,-298,-19.4,-15.4,-48,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,-0.32,0.61,-50,-76,98,396,96,543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.36169987,-31.41398369,-94.24732092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,-0.05,-0.11,-55,89,-144,-539,300,48,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17,0.4,1.15,-172,536,-8,-430,758,534,"E"
"1849","18500","adelmo",1322832920,512325,"02/12/2011 13:35","no",588,139,-36.3,132,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0.18,-0.2,51,44,-144,182,610,-303,-56.6,-56.3,11.9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.69,-0.18,1.15,110,-107,-125,759,-48,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.17986298,-25.3160912,-91.28388007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.16,-0.07,-44,98,-139,-537,309,43,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,-1.75,-0.13,-316,224,-5,-695,235,519,"E"
"1850","18509","adelmo",1322832920,824341,"02/12/2011 13:35","no",588,142,-36.1,131,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,0.16,39,19,-163,184,590,-331,-86.5,-59.1,49.2,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,-0.58,1.08,146,-134,-246,696,-102,-278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.48012323,-22.32086742,-81.66667189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.51,0.03,-41,120,-135,-512,341,40,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,0.71,0.44,-382,120,26,-626,-29,451,"E"
